case_id,case_display_name,family,model_id,model_display_name,mode,stem,energy_ratio,reconstruction_error,expected_absent,expected_uncertain,expected_present
orchestra_author,orchestra_author,orchestra,demucs_htdemucs_6stem,Demucs htdemucs_6s 6-stem,6stems,vocals,2.516175215792855e-06,0.07635565749046161,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_mdx_extra_q_4stem,Demucs mdx_extra_q 4-stem,4stems,bass,1.1746881343208185e-06,0.00576481160415582,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_mdx_extra_q_4stem,Demucs mdx_extra_q 4-stem,4stems,drums,2.1047928573339215e-06,0.00576481160415582,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_mdx_extra_q_4stem,Demucs mdx_extra_q 4-stem,4stems,other,0.9994586064446314,0.00576481160415582,False,True,False
orchestra_author,orchestra_author,orchestra,demucs_mdx_extra_q_4stem,Demucs mdx_extra_q 4-stem,4stems,vocals,1.7329481372261557e-06,0.00576481160415582,False,True,False
orchestra_author,orchestra_author,orchestra,torchaudio_hdemucs_high_musdb_plus,Torchaudio HDemucs High MUSDB+,4stems,bass,4.689326723397724e-06,0.0063461442028729395,False,True,False
orchestra_author,orchestra_author,orchestra,torchaudio_hdemucs_high_musdb_plus,Torchaudio HDemucs High MUSDB+,4stems,drums,2.0130332179797475e-06,0.0063461442028729395,False,True,False
orchestra_author,orchestra_author,orchestra,torchaudio_hdemucs_high_musdb_plus,Torchaudio HDemucs High MUSDB+,4stems,other,0.9979126192573122,0.0063461442028729395,False,True,False
orchestra_author,orchestra_author,orchestra,torchaudio_hdemucs_high_musdb_plus,Torchaudio HDemucs High MUSDB+,4stems,vocals,2.6440480363381396e-06,0.0063461442028729395,False,True,False
orchestra_author,orchestra_author,orchestra,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,bass,0.0018074044125446552,0.0968623234599854,False,True,False
orchestra_author,orchestra_author,orchestra,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,drums,0.005406975420432215,0.0968623234599854,False,True,False
orchestra_author,orchestra_author,orchestra,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,other,0.9247273046834912,0.0968623234599854,False,True,False
orchestra_author,orchestra_author,orchestra,openunmix_umxhq_4stem,Open-Unmix umxhq 4-stem,4stems,vocals,4.887782310871826e-05,0.0968623234599854,False,True,False
